id,created_at,character,char_json_data
249,2026-02-18 12:45:10.236078+00,ι,"{""letter"":""ι"",""timestamp"":""2026-02-18T12:45:10.014Z"",""num_strokes"":1,""strokes"":[[[292.72728729248047,132,0],[291.44356536865234,133.19830322265625,0.081],[290.35660552978516,136.29031372070312,0.097],[288.63770294189453,141.76815795898438,0.119],[287.1680221557617,148.10760498046875,0.132],[285.73616790771484,155.31930541992188,0.149],[283.83704376220703,164.3426513671875,0.165],[281.94422149658203,175.00631713867188,0.181],[279.30774688720703,188.10653686523438,0.199],[277.6834030151367,200.8494873046875,0.216],[275.8804244995117,214.25180053710938,0.236],[274.0236129760742,229.47116088867188,0.25],[271.4828414916992,244.71102905273438,0.268],[269.31107330322266,257.9997253417969,0.284],[267.04056549072266,271.1338806152344,0.301],[265.6878433227539,281.5746154785156,0.318],[265.00679779052734,291.7231140136719,0.335],[264.72728729248047,302.4444274902344,0.351],[264.72728729248047,312.1524353027344,0.366],[265.0909194946289,320.6105651855469,0.385],[265.99376678466797,325.7932434082031,0.401],[267.83936309814453,330.5877990722656,0.417],[271.21463775634766,334.9120788574219,0.435],[276.1849136352539,338.5246276855469,0.45],[281.68595123291016,341.3883972167969,0.468],[286.9366989135742,342.6573181152344,0.485],[292.9413070678711,343.7085876464844,0.502],[298.7013626098633,343.6363830566406,0.518],[304.58715057373047,342.3986511230469,0.533],[310.54398345947266,340.2027282714844,0.552],[316.9183578491211,335.9476623535156,0.567],[322.6231918334961,330.0489807128906,0.583],[327.8674850463867,322.7867126464844,0.603],[332.03739166259766,316.1257629394531,0.619],[335.17064666748047,310.8150329589844,0.634],[337.27318572998047,306.9689636230469,0.652],[337.88672637939453,304.5216369628906,0.668],[338.5454635620117,302.7596740722656,0.686],[338.5454635620117,301.7463684082031,0.702],[338.5454635620117,301.4209899902344,0.719],[338.5454635620117,300.6626892089844,0.735],[338.5454635620117,299.9308776855469,0.752],[338.5454635620117,299.1863708496094,0.769],[338.5454635620117,298.4623107910156,0.786],[338.5454635620117,297.7369079589844,0.802],[338.5454635620117,297.2727355957031,0.819]]]}"
250,2026-02-18 12:45:13.361297+00,Ο,"{""letter"":""Ο"",""timestamp"":""2026-02-18T12:45:13.246Z"",""num_strokes"":1,""strokes"":[[[291.6363754272461,71.63641357421875,0],[283.10506439208984,71.57418823242188,0.027],[277.15149688720703,73.31317138671875,0.044],[269.4679489135742,79.1165771484375,0.062],[261.03153228759766,88.55416870117188,0.081],[252.93119049072266,100.82870483398438,0.096],[244.07682037353516,115.73797607421875,0.111],[234.65306854248047,133.96664428710938,0.13],[228.79009246826172,151.36489868164062,0.145],[224.3038558959961,169.90542602539062,0.167],[221.1203155517578,190.42330932617188,0.18],[219.526123046875,210.32595825195312,0.196],[218.4567413330078,231.93875122070312,0.213],[220.18706512451172,251.61593627929688,0.23],[224.07256317138672,268.2901916503906,0.244],[229.8743438720703,282.3812561035156,0.263],[237.99295806884766,293.8374938964844,0.28],[248.3946762084961,303.0793762207031,0.297],[260.6263198852539,310.1711730957031,0.313],[275.18294525146484,316.0914001464844,0.33],[291.43726348876953,320.0870056152344,0.349],[307.23583221435547,321.5162048339844,0.365],[320.1787643432617,321.0115661621094,0.38],[335.78658294677734,316.5802917480469,0.398],[351.6202163696289,307.1884460449219,0.413],[364.0390853881836,295.9610290527344,0.429],[373.25337982177734,284.2911071777344,0.448],[380.15514373779297,270.7679748535156,0.465],[384.9651107788086,254.98574829101562,0.482],[388.00264739990234,236.07330322265625,0.499],[389.96407318115234,219.34039306640625,0.515],[390.58129119873047,206.6995849609375,0.53],[390.5454635620117,192.23886108398438,0.546],[388.32286834716797,176.98797607421875,0.564],[384.65575408935547,164.14901733398438,0.58],[379.17638397216797,151.69223022460938,0.597],[372.95067596435547,140.0086669921875,0.615],[366.28478240966797,129.52597045898438,0.632],[359.1051712036133,119.92758178710938,0.647],[350.9762649536133,111.788818359375,0.665],[342.8516159057617,104.43698120117188,0.679],[334.23363494873047,97.40252685546875,0.698],[326.9243698120117,91.79403686523438,0.714],[320.4229049682617,87.19100952148438,0.73],[313.88744354248047,83.27078247070312,0.749],[306.8497085571289,80.49130249023438,0.765],[299.07535552978516,79.55233764648438,0.781],[292.79149627685547,79.63641357421875,0.797],[282.3987808227539,84.25515747070312,0.815],[277.81819915771484,86.54550170898438,0.83]]]}"
252,2026-02-18 12:45:24.386293+00,Υ,"{""letter"":""Υ"",""timestamp"":""2026-02-18T12:45:24.263Z"",""num_strokes"":3,""strokes"":[[[210.90911102294922,102.54550170898438,0],[211.6363754272461,104.3636474609375,0.074],[221.7899398803711,114.15829467773438,0.091],[233.53150177001953,121.82080078125,0.11],[244.87517547607422,128.09970092773438,0.128],[258.47916412353516,134.66717529296875,0.144],[273.93567657470703,142.03250122070312,0.16],[290.1164321899414,150.93954467773438,0.178],[305.52420806884766,161.40289306640625,0.193],[319.94457244873047,172.81454467773438,0.212],[331.83519744873047,182.8660888671875,0.229],[341.46749114990234,191.03094482421875,0.245],[347.5029830932617,196.52789306640625,0.261],[352.50196075439453,199.60739135742188,0.279],[355.6128463745117,201.62460327148438,0.296],[356.81204986572266,202.993896484375,0.313],[357.5338821411133,202.4661865234375,0.329],[357.45455169677734,202.00006103515625,0.344],[357.02930450439453,200.96774291992188,0.361],[356.6212387084961,199.42428588867188,0.379],[356.3636703491211,198.90914916992188,0.386]],[[391.2727279663086,108.3636474609375,0],[386.7118148803711,114.29595947265625,0.048],[378.85875701904297,128.75729370117188,0.066],[372.93477630615234,143.90985107421875,0.081],[367.2221908569336,162.54058837890625,0.098],[360.2657241821289,184.29379272460938,0.115],[352.49337005615234,208.25799560546875,0.131],[344.65430450439453,231.41891479492188,0.148],[338.69214630126953,253.01376342773438,0.166],[332.9276809692383,276.3551940917969,0.182],[326.62744903564453,295.9154357910156,0.198],[319.2896499633789,312.1792907714844,0.216],[312.1792984008789,326.1320495605469,0.233],[306.86861419677734,336.3868713378906,0.248],[303.72916412353516,341.9285583496094,0.267],[302.0675735473633,343.7506408691406,0.283],[301.7525405883789,344.0000915527344,0.298],[303.81180572509766,339.2855529785156,0.383],[304.3636703491211,338.1818542480469,0.391]],[[369.45455169677734,18.909088134765625,0]]]}"
253,2026-02-18 12:45:27.253118+00,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T12:45:27.129Z"",""num_strokes"":1,""strokes"":[[[237.0909194946289,157.45455932617188,0],[238.71634674072266,155.7327880859375,0.047],[241.49600982666016,154.98971557617188,0.062],[246.0618667602539,154.14120483398438,0.082],[251.32884979248047,154.18182373046875,0.097],[257.08296966552734,155.3616943359375,0.113],[262.03209686279297,158.360107421875,0.131],[265.80606842041016,164.33941650390625,0.148],[268.1114273071289,172.846435546875,0.163],[269.5358657836914,184.57369995117188,0.181],[270.18184661865234,197.37124633789062,0.196],[270.18184661865234,210.18618774414062,0.214],[270.5454635620117,223.71334838867188,0.233],[271.3485641479492,237.72848510742188,0.249],[273.26725006103516,250.51248168945312,0.264],[276.75093841552734,262.2528381347656,0.281],[281.17440032958984,272.9580993652344,0.3],[285.7814254760742,281.6901550292969,0.316],[291.16480255126953,289.0714416503906,0.332],[296.4581069946289,293.7981262207031,0.348],[301.71634674072266,297.0846862792969,0.364],[307.5604934692383,296.6459045410156,0.383],[310.14644622802734,295.4394226074219,0.398],[316.6683578491211,290.8049011230469,0.416],[323.7273483276367,283.4635925292969,0.431],[330.85005950927734,275.1090393066406,0.45],[337.3297348022461,266.9001159667969,0.466],[342.75423431396484,258.1280212402344,0.482],[347.2886734008789,248.64120483398438,0.498],[351.2638626098633,236.68307495117188,0.515],[353.62972259521484,224.82565307617188,0.532],[353.81819915771484,211.45574951171875,0.548],[353.01107025146484,200.0086669921875,0.565],[350.3346633911133,187.96664428710938,0.584],[347.8169937133789,178.47967529296875,0.599],[345.6298294067383,169.00192260742188,0.616],[343.92015838623047,162.35015869140625,0.632],[342.8001022338867,157.8548583984375,0.649],[342.5454635620117,155.112548828125,0.666],[342.5454635620117,153.63638305664062,0.682],[342.5454635620117,153.0697021484375,0.701],[342.5454635620117,152.30239868164062,0.717],[343.36571502685547,151.54342651367188,0.734],[344.72728729248047,150.90914916992188,0.75]]]}"
254,2026-02-18 12:45:33.826793+00,Ω,"{""letter"":""Ω"",""timestamp"":""2026-02-18T12:45:33.684Z"",""num_strokes"":1,""strokes"":[[[164.36364364624023,355.4545593261719,0],[164.72727966308594,355.0909118652344,0.02],[172.02913665771484,355.0909118652344,0.037],[177.36568450927734,355.5213928222656,0.045],[189.13169860839844,356.2525329589844,0.062],[198.4407196044922,357.7321472167969,0.078],[208.22061157226562,359.2367248535156,0.094],[216.24534606933594,359.5099792480469,0.113],[222.6171646118164,359.8182678222656,0.128],[228.48519134521484,360.6147766113281,0.145],[232.721435546875,360.5454406738281,0.161],[234.73392486572266,360.5454406738281,0.179],[235.7166976928711,360.5454406738281,0.194],[235.6363754272461,360.0000305175781,0.212],[235.6363754272461,359.8182678222656,0.228],[235.22635650634766,359.4081726074219,0.245],[234.83946990966797,357.8607482910156,0.263],[233.7673110961914,356.0292053222656,0.279],[232.23235321044922,353.0101623535156,0.295],[230.20040130615234,348.5826110839844,0.312],[227.77385711669922,342.4125061035156,0.331],[223.9974136352539,335.8862609863281,0.346],[218.0471954345703,326.5732116699219,0.363],[210.93638610839844,316.6181945800781,0.38],[203.7012481689453,306.16357421875,0.396],[195.5721435546875,293.7743225097656,0.412],[188.82664489746094,282.3870849609375,0.431],[183.02496337890625,270.4206848144531,0.447],[178.39419555664062,258.80877685546875,0.463],[174.1396255493164,247.4632568359375,0.479],[173.01699829101562,235.7264404296875,0.497],[174.8189468383789,221.99783325195312,0.512],[182.8043212890625,205.25955200195312,0.529],[196.0833740234375,189.07754516601562,0.547],[211.4857177734375,174.99072265625,0.563],[226.5184097290039,164.68472290039062,0.579],[244.28035736083984,157.12564086914062,0.596],[259.6764907836914,151.63833618164062,0.613],[272.36673736572266,148.69033813476562,0.631],[287.0077438354492,146.86904907226562,0.648],[301.7266616821289,146.79901123046875,0.664],[315.5145950317383,147.95849609375,0.68],[328.73531341552734,151.43798828125,0.696],[340.9508285522461,156.88287353515625,0.713],[349.9450149536133,164.17724609375,0.729],[358.39183807373047,174.46563720703125,0.748],[363.7096176147461,186.65621948242188,0.763],[366.68404388427734,201.63650512695312,0.78],[367.7246322631836,218.21170043945312,0.796],[368.0000228881836,234.74090576171875,0.814],[366.7820358276367,253.59707641601562,0.83],[363.59590911865234,271.21258544921875,0.846],[359.93502044677734,288.078125,0.864],[356.2658157348633,303.0867919921875,0.881],[350.1982955932617,319.3739318847656,0.897],[344.4119644165039,334.4933776855469,0.915],[338.41089630126953,346.5220642089844,0.931],[333.5134811401367,354.9189758300781,0.949],[327.91649627685547,361.7757873535156,0.963],[321.3199691772461,367.8974304199219,0.98],[315.51415252685547,371.8016662597656,0.997],[311.24027252197266,373.7684631347656,1.014],[307.79566192626953,374.7681579589844,1.03],[304.7117691040039,375.0909118652344,1.046],[303.49071502685547,375.8182678222656,1.065],[302.8757858276367,375.8182678222656,1.081],[303.6840286254883,374.2206726074219,1.114],[306.39038848876953,371.1938781738281,1.133],[311.0528335571289,366.9471740722656,1.147],[316.46175384521484,363.9509582519531,1.163],[323.2521438598633,361.7645568847656,1.182],[329.5584945678711,360.4519348144531,1.197],[335.7962875366211,360.1164245605469,1.213],[342.7022018432617,360.5454406738281,1.232],[349.7528762817383,360.9389343261719,1.247],[356.1332473754883,361.6984558105469,1.266],[361.9624252319336,362.0635070800781,1.281],[367.5403366088867,362.8061828613281,1.297],[372.8897933959961,363.0909118652344,1.316],[378.01949310302734,363.4545593261719,1.33],[381.8441390991211,363.4545593261719,1.347],[384.98571014404297,363.4545593261719,1.367],[387.42870330810547,363.0909118652344,1.38],[388.43697357177734,362.2903137207031,1.399],[389.4944076538086,361.9601745605469,1.415]]]}"
255,2026-02-18 12:45:43.227337+00,ω,"{""letter"":""ω"",""timestamp"":""2026-02-18T12:45:43.066Z"",""num_strokes"":1,""strokes"":[[[223.27273559570312,198,0],[222.54546356201172,198.3636474609375,0.027],[220.4386749267578,201.58248901367188,0.044],[218.31640625,207.85446166992188,0.06],[216.97976684570312,214.1365966796875,0.077],[215.88433074951172,221.48757934570312,0.092],[215.1734161376953,230.0018310546875,0.108],[214.90911102294922,237.5906982421875,0.126],[215.4140396118164,245.82754516601562,0.144],[216.87493133544922,255.76080322265625,0.16],[219.5821533203125,263.9418029785156,0.176],[223.0907211303711,272.25408935546875,0.192],[228.77029418945312,279.5992126464844,0.209],[235.6624526977539,285.9197998046875,0.227],[244.0265884399414,291.2070007324219,0.242],[252.43701934814453,294.29119873046875,0.259],[260.54679107666016,295.90936279296875,0.276],[268.52832794189453,296.9090881347656,0.292],[274.74231719970703,295.9949951171875,0.31],[281.40161895751953,292.89813232421875,0.326],[287.28189849853516,287.8090515136719,0.345],[293.8141555786133,279.2175598144531,0.36],[299.65018463134766,270.47760009765625,0.376],[305.22367095947266,259.4818115234375,0.393],[308.8397445678711,249.03067016601562,0.41],[311.43848419189453,239.55096435546875,0.426],[312.85840606689453,231.46072387695312,0.442],[313.0909194946289,223.78067016601562,0.461],[312.72728729248047,220.60134887695312,0.476],[311.5761184692383,216.1839599609375,0.495],[310.8501510620117,211.82818603515625,0.511],[310.12525177001953,208.68280029296875,0.527],[309.0237350463867,205.36764526367188,0.543],[308.29418182373047,202.81304931640625,0.56],[307.22005462646484,201.53103637695312,0.578],[306.8126907348633,200.44903564453125,0.593],[306.3636703491211,200,0.609],[306.90909576416016,203.18426513671875,0.661],[306.90909576416016,208.31793212890625,0.679],[307.71341705322266,216.24188232421875,0.694],[309.1766586303711,224.69607543945312,0.713],[310.6656265258789,234.05361938476562,0.726],[312.49642181396484,243.16021728515625,0.745],[314.6749496459961,251.65203857421875,0.761],[317.30272674560547,259.67340087890625,0.777],[321.01781463623047,266.9447021484375,0.793],[324.8594741821289,273.0853576660156,0.811],[329.4620590209961,278.7966613769531,0.827],[334.1871566772461,282.6711730957031,0.844],[339.7249984741211,285.4989013671875,0.862],[346.6874465942383,286.3636474609375,0.877],[354.71561431884766,285.18377685546875,0.893],[365.31517791748047,279.4654846191406,0.91],[374.4293441772461,270.8434143066406,0.929],[382.76757049560547,260.17694091796875,0.944],[389.5339584350586,248.84881591796875,0.962],[393.74019622802734,238.23416137695312,0.979],[395.74312591552734,228.1619873046875,0.996],[396.0000228881836,219.1292724609375,1.012],[395.1956100463867,213.17361450195312,1.027],[393.2891159057617,206.17584228515625,1.047],[390.70665740966797,197.7562255859375,1.061],[387.74376678466797,188.37576293945312,1.08],[384.73424530029297,179.92822265625,1.096],[382.2746810913086,173.55126953125,1.112],[379.6404342651367,168.27984619140625,1.127],[378.00011444091797,164.81842041015625,1.145],[376.5998764038086,162.17254638671875,1.161],[375.54122161865234,159.89627075195312,1.177],[374.84835052490234,158.60574340820312,1.195],[374.13594818115234,157.59048461914062,1.211],[374.18184661865234,157.09091186523438,1.229],[374.5454635620117,157.27273559570312,1.244]]]}"
256,2026-02-18 12:45:52.290379+00,Α,"{""letter"":""Α"",""timestamp"":""2026-02-18T12:45:52.121Z"",""num_strokes"":2,""strokes"":[[[169.09091567993164,371.4545593261719,0],[171.52151489257812,370.7272644042969,0.04],[175.49627685546875,370.3636779785156,0.055],[176.9119873046875,370.3900451660156,0.061],[182.79973602294922,370.7272644042969,0.075],[187.9425048828125,371.4928283691406,0.092],[192.78876495361328,371.4545593261719,0.11],[195.4660873413086,371.0264587402344,0.125],[198.44951629638672,369.0719909667969,0.143],[201.3780517578125,364.4066467285156,0.159],[203.5022964477539,356.3545227050781,0.176],[205.26563262939453,345.7372741699219,0.193],[207.8289566040039,331.5343933105469,0.211],[212.22171020507812,313.0156555175781,0.226],[217.2604751586914,295.3685302734375,0.243],[222.3261260986328,278.5129699707031,0.261],[226.54153442382812,261.71209716796875,0.279],[230.88957977294922,247.03475952148438,0.294],[235.13097381591797,232.45916748046875,0.31],[239.63228607177734,218.73953247070312,0.327],[243.55709075927734,205.70367431640625,0.344],[247.23490142822266,193.06051635742188,0.361],[249.6175765991211,182.69381713867188,0.377],[251.40784454345703,172.75811767578125,0.394],[252.41703033447266,165.04910278320312,0.41],[253.59615325927734,158.090087890625,0.427],[254.23470306396484,152.90274047851562,0.446],[254.62828826904297,148.85858154296875,0.462],[254.90909576416016,146.85601806640625,0.478],[255.35405731201172,146.727294921875,0.493],[255.7027359008789,148.01727294921875,0.544],[256.42847442626953,151.47988891601562,0.561],[257.51537322998047,158.66900634765625,0.577],[259.39669036865234,168.39657592773438,0.594],[262.76815032958984,182.38619995117188,0.612],[266.0676803588867,198.05673217773438,0.626],[269.01216888427734,216.57888793945312,0.644],[271.9397506713867,236.04776000976562,0.66],[275.57386016845703,253.32369995117188,0.679],[279.3041763305664,270.8055419921875,0.694],[282.9760055541992,287.21502685546875,0.71],[286.34212493896484,300.42730712890625,0.729],[289.59090423583984,313.9203186035156,0.744],[292.47216033935547,325.4878234863281,0.761],[294.6886672973633,337.2558898925781,0.779],[295.70287322998047,346.8644714355469,0.794],[296.43282318115234,355.1245422363281,0.811],[297.1607437133789,361.8312683105469,0.83],[297.45455169677734,366.8002014160156,0.846],[298.28585052490234,369.5848693847656,0.861],[298.58512115478516,370.7669982910156,0.88],[298.5454635620117,371.5257873535156,0.895],[298.5454635620117,372.0493469238281,0.929],[298.9736862182617,372.6100769042969,0.944],[298.90909576416016,373.0909118652344,0.963],[298.5454635620117,372.9090881347656,0.995],[297.7645492553711,371.4009094238281,1.012],[297.0043411254883,369.8268737792969,1.028]],[[215.27273559570312,295.0909118652344,0],[223.69072723388672,290.2066955566406,0.071],[237.33304595947266,285.69158935546875,0.086],[251.49813079833984,282.5267333984375,0.105],[264.94921112060547,279.5264587402344,0.119],[276.81327056884766,277.49285888671875,0.138],[287.32376861572266,276.0706787109375,0.155],[294.78929901123047,275.4545593261719,0.171],[299.73233795166016,275.4545593261719,0.186],[301.6792526245117,275.4545593261719,0.203],[302.26683807373047,275.9031982421875,0.219],[302.72728729248047,275.8182373046875,0.237],[302.90909576416016,275.8182373046875,0.253]]]}"
257,2026-02-18 12:45:59.339948+00,α,"{""letter"":""α"",""timestamp"":""2026-02-18T12:45:59.209Z"",""num_strokes"":1,""strokes"":[[[338.9091262817383,170,0],[338.9091262817383,171.81817626953125,0.046],[338.0552749633789,184.54080200195312,0.063],[337.31636810302734,189.46661376953125,0.07],[333.1776809692383,205.09158325195312,0.087],[324.4004440307617,222.2200927734375,0.104],[312.01338958740234,239.3294677734375,0.121],[297.71500396728516,253.69802856445312,0.138],[281.15222930908203,267.4540100097656,0.154],[262.11031341552734,277.4903259277344,0.17],[244.10100555419922,281.78570556640625,0.188],[228.05508422851562,281.0140686035156,0.204],[218.52845001220703,276.6684265136719,0.221],[209.03743743896484,267.70465087890625,0.237],[202.85472106933594,255.65505981445312,0.255],[200.1924591064453,241.82830810546875,0.27],[200.8631820678711,229.20849609375,0.287],[206.39197540283203,215.33416748046875,0.304],[217.1060562133789,203.14089965820312,0.321],[231.13433074951172,195.42596435546875,0.337],[246.47740936279297,191.07644653320312,0.354],[263.34217071533203,190.4580078125,0.372],[276.23746490478516,192.0526123046875,0.387],[291.46126556396484,197.85964965820312,0.405],[305.2971725463867,207.29714965820312,0.422],[315.79715728759766,219.60934448242188,0.438],[323.79659271240234,234.60342407226562,0.454],[330.44478607177734,247.85516357421875,0.472],[336.0750961303711,258.08746337890625,0.488],[342.3086929321289,266.6744079589844,0.507],[347.0750961303711,271.9841613769531,0.523],[348.94188690185547,273.8509521484375,0.538],[349.0909194946289,275.2334899902344,0.556],[348.6398391723633,276.80780029296875,0.572],[348.3636703491211,278,0.589]]]}"
258,2026-02-18 12:46:07.392604+00,Ε,"{""letter"":""Ε"",""timestamp"":""2026-02-18T12:46:07.269Z"",""num_strokes"":2,""strokes"":[[[373.09093475341797,151.45458984375,0],[367.71300506591797,149.38613891601562,0.012],[357.4276809692383,147.40249633789062,0.029],[345.31835174560547,146.727294921875,0.046],[328.50472259521484,148.44802856445312,0.063],[312.93090057373047,150.52685546875,0.08],[296.84639739990234,153.87918090820312,0.097],[281.76172637939453,156.83328247070312,0.114],[266.17684173583984,159.60400390625,0.132],[251.33776092529297,162.14657592773438,0.147],[238.69469451904297,162.75936889648438,0.166],[228.02918243408203,162.727294921875,0.181],[221.9652099609375,162.727294921875,0.197],[217.85015106201172,163.53750610351562,0.213],[216.61519622802734,164.2939453125,0.23],[216.3636474609375,164.60748291015625,0.249],[216.00000762939453,165.80606079101562,0.266],[215.59800720214844,168.69891357421875,0.28],[214.90911102294922,174.77798461914062,0.298],[214.09371185302734,183.42108154296875,0.317],[214.1818389892578,194.16680908203125,0.332],[214.6126251220703,210.3865966796875,0.347],[215.7488555908203,226.6224365234375,0.364],[217.2096710205078,243.72918701171875,0.38],[219.03897094726562,262.5974426269531,0.397],[219.6963653564453,280.5906982421875,0.414],[219.27273559570312,295.6533203125,0.431],[218.1516876220703,309.8454284667969,0.448],[217.05413055419922,323.0260314941406,0.464],[215.96660614013672,334.1374206542969,0.482],[215.20516204833984,342.7433776855469,0.499],[214.90911102294922,347.9051818847656,0.516],[215.346435546875,351.8230285644531,0.533],[215.6363754272461,353.3457946777344,0.549],[216.92656707763672,354.4964904785156,0.565],[219.81795501708984,355.8908386230469,0.583],[225.49839782714844,358.1358337402344,0.598],[233.70980072021484,359.8937683105469,0.617],[243.35208892822266,361.0891418457031,0.632],[254.68724822998047,361.7088928222656,0.648],[266.45829010009766,361.2372131347656,0.665],[283.02095794677734,360.4452209472656,0.683],[302.8008346557617,357.5648498535156,0.7],[322.04935455322266,353.5785827636719,0.715],[342.3992691040039,348.4911193847656,0.733],[360.20557403564453,343.8576965332031,0.748],[373.0357894897461,339.8859558105469,0.765],[381.6848373413086,337.0568542480469,0.782],[386.55382537841797,335.6942443847656,0.799],[388.92696380615234,333.8669128417969,0.816],[390.2087631225586,332.4916076660156,0.833],[390.18184661865234,331.7655334472656,0.849],[389.7605209350586,330.1906433105469,0.867],[389.81819915771484,328.5454406738281,0.882]],[[229.45455169677734,264.54547119140625,0],[233.5933609008789,257.6727600097656,0.029],[247.9190444946289,249.67684936523438,0.044],[264.8067855834961,245.67282104492188,0.061],[288.25028228759766,241.8699951171875,0.077],[307.8734817504883,237.56143188476562,0.095],[315.6363754272461,235.8182373046875,0.111]]]}"
259,2026-02-18 12:46:10.542496+00,ε,"{""letter"":""ε"",""timestamp"":""2026-02-18T12:46:10.417Z"",""num_strokes"":1,""strokes"":[[[347.27274322509766,116,0],[336.5951156616211,109.47439575195312,0.026],[324.7149429321289,105.065185546875,0.041],[311.87776947021484,102.7742919921875,0.058],[296.28255462646484,103.7327880859375,0.076],[279.27518463134766,107.80233764648438,0.091],[260.85848236083984,115.75259399414062,0.109],[244.7846450805664,126.3486328125,0.125],[232.99321746826172,136.72799682617188,0.142],[225.0348892211914,147.72039794921875,0.158],[220.7893829345703,157.57156372070312,0.175],[220.00000762939453,166.0657958984375,0.194],[221.64126586914062,169.526611328125,0.208],[227.126708984375,175.91854858398438,0.226],[236.46126556396484,180.77606201171875,0.242],[248.16988372802734,183.84744262695312,0.26],[261.68448638916016,185.64169311523438,0.275],[276.59329986572266,184.89285278320312,0.293],[291.0961685180664,182.28988647460938,0.309],[303.0907211303711,178.84860229492188,0.328],[309.2693405151367,176.09262084960938,0.342],[312.1583480834961,174.02349853515625,0.359],[313.15428924560547,172.60055541992188,0.375],[312.65071868896484,172.00006103515625,0.394],[311.17984771728516,171.560302734375,0.411],[304.6681594848633,171.27273559570312,0.426],[293.5635757446289,172.64849853515625,0.443],[279.19596099853516,175.72390747070312,0.459],[261.67105865478516,182.84292602539062,0.477],[246.43990325927734,191.83102416992188,0.494],[233.45061492919922,201.73074340820312,0.51],[222.8030548095703,212.77273559570312,0.526],[216.52771759033203,223.30819702148438,0.544],[212.31780242919922,236.01959228515625,0.561],[212.3636474609375,248.78805541992188,0.576],[217.66802215576172,264.0202941894531,0.593],[226.05554962158203,275.6488342285156,0.611],[240.04302215576172,284.2033386230469,0.627],[257.32498931884766,289.0790710449219,0.645],[274.40853118896484,289.3844909667969,0.659],[296.8619155883789,280.8916931152344,0.678],[313.7392044067383,265.5606384277344,0.693],[327.7663040161133,247.4891357421875,0.712],[337.52535247802734,231.33065795898438,0.73],[343.2986373901367,222.29696655273438,0.745],[345.17386627197266,218.66030883789062,0.76],[345.45455169677734,217.81820678710938,0.77]]]}"
260,2026-02-18 12:46:18.760119+00,Η,"{""letter"":""Η"",""timestamp"":""2026-02-18T12:46:18.645Z"",""num_strokes"":3,""strokes"":[[[274.18184661865234,129.27273559570312,0],[271.6859664916992,137.90631103515625,0.039],[267.74495697021484,154.91162109375,0.056],[264.94388580322266,173.12136840820312,0.078],[262.01058197021484,194.3001708984375,0.089],[260.08043670654297,218.80154418945312,0.105],[257.55835723876953,245.48171997070312,0.122],[255.81017303466797,271.9626770019531,0.14],[254.83045196533203,298.0009765625,0.157],[254.09188079833984,324.1470031738281,0.174],[253.39781951904297,345.5771789550781,0.188],[253.45455169677734,365.0173034667969,0.209],[252.65845489501953,375.7596740722656,0.223],[251.48372650146484,381.4433898925781,0.24],[250.81908416748047,382.8172912597656,0.259]],[[377.45455169677734,143.81817626953125,0],[376.68477630615234,158.850341796875,0.046],[376.72728729248047,178.10818481445312,0.063],[375.92012786865234,201.0794677734375,0.08],[373.53096771240234,223.57049560546875,0.101],[370.5705795288086,246.34841918945312,0.115],[368.5027084350586,270.2136535644531,0.131],[366.3353500366211,292.5349426269531,0.146],[364.6520004272461,328.3080749511719,0.184],[364.36363983154297,343.1004943847656,0.197],[365.1587142944336,350.8382873535156,0.214],[366.36779022216797,358.1095886230469,0.232],[367.4222640991211,362.4486389160156,0.247],[368.09127044677734,364.8192443847656,0.264],[368.0000228881836,365.7256774902344,0.281],[367.6363754272461,364.5454406738281,0.314],[366.83458709716797,361.3382873535156,0.333],[366.5454635620117,359.6540222167969,0.349]],[[250.18184661865234,258.7273254394531,0],[254.18184661865234,255.45455932617188,0.027],[267.0613784790039,249.0838623046875,0.045],[287.8023452758789,243.70291137695312,0.062],[311.7894515991211,240.58200073242188,0.082],[336.7306594848633,238.18716430664062,0.11],[358.7076187133789,237.19021606445312,0.117],[375.05394744873047,236.90908813476562,0.129],[383.57897186279297,237.36669921875,0.145],[387.60692596435547,237.63638305664062,0.163],[388.45980072021484,237.63638305664062,0.179],[388.0000228881836,237.63638305664062,0.205]]]}"
